venue,tau_bin,gap_bin,n,b_mean,b_std,spread_med
polymarket,240,22.5,48,0.9007291666666667,0.10283735135316027,0.010000000000000009
polymarket,240,25,71,0.9033802816901408,0.06375609017345106,0.010000000000000009
polymarket,240,27.5,34,0.9626470588235293,0.038695299497594725,0.010000000000000009
polymarket,240,30,30,0.9053333333333333,0.03488733920466864,0.010000000000000009
polymarket,300,-27.5,88,0.09142045454545454,0.06496218556832893,0.010000000000000002
polymarket,300,-25,9,0.13666666666666666,0.0369120576505835,0.009999999999999995
polymarket,300,-20,22,0.1290909090909091,0.014026875872882275,0.010000000000000009
polymarket,300,-17.5,47,0.14074468085106384,0.0237509433085952,0.010000000000000009
polymarket,300,-15,15,0.15966666666666668,0.02356349072692956,0.010000000000000009
polymarket,300,-12.5,74,0.16594594594594597,0.03716563882629897,0.010000000000000009
polymarket,300,-10,178,0.2281179775280899,0.14055267268635036,0.010000000000000009
polymarket,300,-7.5,556,0.22548561151079138,0.1054605419990078,0.010000000000000009
polymarket,300,-5,1247,0.30399759422614275,0.11439139322925437,0.010000000000000009
polymarket,300,-2.5,3062,0.38650065316786414,0.10906537621247069,0.010000000000000009
polymarket,300,0,9086,0.4636787365177195,0.09784058852543989,0.010000000000000009
polymarket,300,2.5,8359,0.5501447541571958,0.09404398937073834,0.010000000000000009
polymarket,300,5,3746,0.6121476241324079,0.10837283881713922,0.010000000000000009
polymarket,300,7.5,1085,0.6907327188940092,0.11713304357490716,0.010000000000000009
polymarket,300,10,541,0.71409426987061,0.13322395647261012,0.010000000000000009
polymarket,300,12.5,240,0.7723333333333334,0.09901593915332832,0.010000000000000009
polymarket,300,15,191,0.8148952879581153,0.08942941661795165,0.010000000000000009
polymarket,300,17.5,80,0.8693125,0.07720900350036247,0.010000000000000009
polymarket,300,20,54,0.8059259259259259,0.08145535919495613,0.010000000000000009
polymarket,300,22.5,34,0.8444117647058824,0.03787468783514438,0.010000000000000009
polymarket,300,25,1,0.925,,0.010000000000000009
